Source;Target;Weight;Type
1;3;3;Undirected
1;16;5;Undirected
1;190;4;Undirected
1;210;3;Undirected
1;239;5;Undirected
1;318;5;Undirected
1;406;4;Undirected
1;437;5;Undirected
1;545;5;Undirected
1;655;5;Undirected
1;664;5;Undirected
1;720;5;Undirected
1;729;5;Undirected
1;894;4;Undirected
1;1000;5;Undirected
1;1008;5;Undirected
1;1128;5;Undirected
1;1215;5;Undirected
1;1223;5;Undirected
2;5;1;Undirected
2;63;5;Undirected
2;212;5;Undirected
2;229;3;Undirected
2;237;5;Undirected
2;247;1;Undirected
2;254;1;Undirected
2;266;5;Undirected
2;269;1;Undirected
2;283;4;Undirected
2;374;5;Undirected
2;376;5;Undirected
2;439;5;Undirected
2;468;1;Undirected
2;486;1;Undirected
2;543;5;Undirected
2;555;5;Undirected
2;581;5;Undirected
2;586;1;Undirected
2;620;2;Undirected
2;631;10;Undirected
2;715;10;Undirected
2;807;2;Undirected
2;810;5;Undirected
2;905;1;Undirected
2;1015;1;Undirected
2;1020;5;Undirected
2;1070;5;Undirected
2;1076;5;Undirected
2;1108;1;Undirected
2;1118;2;Undirected
2;1134;10;Undirected
2;1154;2;Undirected
2;1161;6;Undirected
2;1217;2;Undirected
2;1245;5;Undirected
3;16;5;Undirected
3;24;5;Undirected
3;76;4;Undirected
3;102;4;Undirected
3;115;5;Undirected
3;163;5;Undirected
3;190;8;Undirected
3;210;1;Undirected
3;223;5;Undirected
3;225;2;Undirected
3;239;10;Undirected
3;263;2;Undirected
3;318;5;Undirected
3;377;2;Undirected
3;383;5;Undirected
3;402;2;Undirected
3;406;4;Undirected
3;421;5;Undirected
3;422;5;Undirected
3;437;8;Undirected
3;469;2;Undirected
3;479;4;Undirected
3;497;5;Undirected
3;545;5;Undirected
3;553;5;Undirected
3;588;1;Undirected
3;655;5;Undirected
3;664;5;Undirected
3;676;3;Undirected
3;695;5;Undirected
3;708;5;Undirected
3;711;1;Undirected
3;712;3;Undirected
3;720;5;Undirected
3;729;18;Undirected
3;731;5;Undirected
3;778;3;Undirected
3;785;5;Undirected
3;797;5;Undirected
3;807;3;Undirected
3;858;3;Undirected
3;930;2;Undirected
3;938;5;Undirected
3;1000;8;Undirected
3;1008;5;Undirected
3;1030;3;Undirected
3;1037;5;Undirected
3;1054;1;Undirected
3;1112;6;Undirected
3;1128;8;Undirected
3;1136;1;Undirected
3;1166;4;Undirected
3;1196;5;Undirected
3;1204;5;Undirected
3;1215;5;Undirected
3;1223;5;Undirected
3;1246;2;Undirected
4;44;3;Undirected
4;53;3;Undirected
4;73;3;Undirected
4;76;1;Undirected
4;86;5;Undirected
4;90;5;Undirected
4;96;6;Undirected
4;123;5;Undirected
4;147;3;Undirected
4;149;2;Undirected
4;163;1;Undirected
4;199;7;Undirected
4;200;1;Undirected
4;204;4;Undirected
4;319;15;Undirected
4;340;3;Undirected
4;371;15;Undirected
4;376;2;Undirected
4;437;3;Undirected
4;455;3;Undirected
4;469;1;Undirected
4;479;1;Undirected
4;485;1;Undirected
4;496;7;Undirected
4;507;15;Undirected
4;513;3;Undirected
4;611;3;Undirected
4;618;1;Undirected
4;629;3;Undirected
4;640;2;Undirected
4;674;6;Undirected
4;703;22;Undirected
4;713;7;Undirected
4;731;7;Undirected
4;738;2;Undirected
4;843;4;Undirected
4;850;2;Undirected
4;857;6;Undirected
4;866;6;Undirected
4;896;3;Undirected
4;897;7;Undirected
4;898;7;Undirected
4;912;2;Undirected
4;928;1;Undirected
4;963;2;Undirected
4;1021;1;Undirected
4;1029;7;Undirected
4;1031;6;Undirected
4;1071;7;Undirected
4;1092;6;Undirected
4;1095;4;Undirected
4;1110;3;Undirected
4;1116;7;Undirected
4;1137;6;Undirected
4;1138;7;Undirected
4;1148;4;Undirected
4;1157;3;Undirected
4;1176;2;Undirected
4;1237;18;Undirected
5;18;7;Undirected
5;19;3;Undirected
5;26;2;Undirected
5;33;3;Undirected
5;51;5;Undirected
5;74;1;Undirected
5;102;1;Undirected
5;115;3;Undirected
5;117;2;Undirected
5;135;1;Undirected
5;145;1;Undirected
5;146;5;Undirected
5;149;1;Undirected
5;150;1;Undirected
5;152;4;Undirected
5;162;5;Undirected
5;164;4;Undirected
5;186;1;Undirected
5;204;3;Undirected
5;212;3;Undirected
5;230;5;Undirected
5;237;1;Undirected
5;247;1;Undirected
5;254;1;Undirected
5;266;1;Undirected
5;269;6;Undirected
5;362;1;Undirected
5;383;1;Undirected
5;410;5;Undirected
5;414;1;Undirected
5;440;1;Undirected
5;457;1;Undirected
5;464;1;Undirected
5;468;1;Undirected
5;486;1;Undirected
5;499;5;Undirected
5;518;1;Undirected
5;543;2;Undirected
5;559;1;Undirected
5;586;1;Undirected
5;620;1;Undirected
5;648;3;Undirected
5;682;1;Undirected
5;712;1;Undirected
5;725;5;Undirected
5;764;3;Undirected
5;784;1;Undirected
5;790;1;Undirected
5;799;1;Undirected
5;803;1;Undirected
5;807;1;Undirected
5;810;5;Undirected
5;838;3;Undirected
5;843;2;Undirected
5;870;1;Undirected
5;873;1;Undirected
5;903;1;Undirected
5;905;1;Undirected
5;946;1;Undirected
5;974;5;Undirected
5;1003;1;Undirected
5;1015;1;Undirected
5;1030;1;Undirected
5;1040;1;Undirected
5;1051;1;Undirected
5;1070;3;Undirected
5;1077;1;Undirected
5;1108;1;Undirected
5;1117;1;Undirected
5;1161;1;Undirected
5;1177;1;Undirected
5;1217;1;Undirected
5;1219;1;Undirected
5;1225;1;Undirected
5;1255;2;Undirected
5;1295;1;Undirected
6;28;5;Undirected
6;110;5;Undirected
6;332;5;Undirected
6;351;5;Undirected
6;642;5;Undirected
6;846;5;Undirected
6;883;7;Undirected
6;1010;5;Undirected
6;1183;5;Undirected
7;40;1;Undirected
7;42;5;Undirected
7;109;10;Undirected
7;120;3;Undirected
7;152;5;Undirected
7;164;6;Undirected
7;168;2;Undirected
7;186;1;Undirected
7;196;2;Undirected
7;220;1;Undirected
7;222;4;Undirected
7;228;5;Undirected
7;244;2;Undirected
7;281;4;Undirected
7;297;4;Undirected
7;364;2;Undirected
7;391;2;Undirected
7;417;5;Undirected
7;421;5;Undirected
7;438;4;Undirected
7;473;10;Undirected
7;475;1;Undirected
7;491;4;Undirected
7;505;2;Undirected
7;543;6;Undirected
7;555;4;Undirected
7;567;2;Undirected
7;574;1;Undirected
7;626;1;Undirected
7;630;6;Undirected
7;639;1;Undirected
7;649;1;Undirected
7;650;6;Undirected
7;698;6;Undirected
7;715;2;Undirected
7;724;1;Undirected
7;740;9;Undirected
7;748;6;Undirected
7;788;6;Undirected
7;806;2;Undirected
7;815;6;Undirected
7;841;4;Undirected
7;870;2;Undirected
7;874;2;Undirected
7;920;10;Undirected
7;945;3;Undirected
7;959;1;Undirected
7;976;4;Undirected
7;990;2;Undirected
7;993;2;Undirected
7;1016;5;Undirected
7;1022;2;Undirected
7;1025;4;Undirected
7;1030;2;Undirected
7;1048;1;Undirected
7;1051;1;Undirected
7;1059;3;Undirected
7;1062;4;Undirected
7;1070;3;Undirected
7;1099;4;Undirected
7;1102;5;Undirected
7;1111;1;Undirected
7;1132;2;Undirected
7;1139;6;Undirected
7;1143;1;Undirected
7;1201;6;Undirected
7;1268;1;Undirected
7;1285;1;Undirected
7;1292;2;Undirected
8;26;5;Undirected
8;33;5;Undirected
8;95;5;Undirected
8;115;5;Undirected
8;117;5;Undirected
8;152;5;Undirected
8;164;5;Undirected
8;204;5;Undirected
8;212;5;Undirected
8;318;1;Undirected
8;330;5;Undirected
8;492;2;Undirected
8;502;5;Undirected
8;596;5;Undirected
8;620;5;Undirected
8;648;5;Undirected
8;764;5;Undirected
8;843;5;Undirected
8;916;2;Undirected
8;997;4;Undirected
8;1074;5;Undirected
8;1173;5;Undirected
9;19;3;Undirected
9;48;5;Undirected
9;51;5;Undirected
9;139;5;Undirected
9;256;5;Undirected
9;284;4;Undirected
9;290;5;Undirected
9;294;5;Undirected
9;303;5;Undirected
9;324;5;Undirected
9;333;3;Undirected
9;462;3;Undirected
9;492;5;Undirected
9;508;4;Undirected
9;631;4;Undirected
9;704;1;Undirected
9;750;5;Undirected
9;785;5;Undirected
9;819;5;Undirected
9;825;5;Undirected
9;843;5;Undirected
9;891;3;Undirected
9;902;3;Undirected
9;1007;5;Undirected
9;1026;5;Undirected
9;1058;3;Undirected
9;1081;4;Undirected
9;1084;1;Undirected
9;1088;5;Undirected
9;1172;1;Undirected
9;1267;4;Undirected
9;1272;3;Undirected
10;308;2;Undirected
10;528;1;Undirected
10;628;1;Undirected
10;1005;5;Undirected
11;92;5;Undirected
11;190;5;Undirected
11;220;5;Undirected
11;281;5;Undirected
11;479;5;Undirected
11;598;5;Undirected
11;603;5;Undirected
11;632;5;Undirected
11;643;1;Undirected
11;646;5;Undirected
11;768;1;Undirected
11;779;5;Undirected
11;1009;5;Undirected
11;1123;5;Undirected
12;298;5;Undirected
12;365;5;Undirected
12;604;5;Undirected
12;820;5;Undirected
12;832;5;Undirected
12;865;5;Undirected
12;912;5;Undirected
12;930;3;Undirected
12;1107;5;Undirected
12;1207;5;Undirected
13;174;9;Undirected
13;220;5;Undirected
13;275;9;Undirected
13;331;10;Undirected
13;480;10;Undirected
13;630;10;Undirected
13;662;11;Undirected
13;708;8;Undirected
13;773;2;Undirected
13;822;2;Undirected
13;1012;2;Undirected
13;1016;2;Undirected
14;18;5;Undirected
14;177;5;Undirected
14;307;5;Undirected
14;381;5;Undirected
14;399;5;Undirected
14;496;5;Undirected
14;526;5;Undirected
14;616;5;Undirected
14;643;5;Undirected
14;731;5;Undirected
14;764;5;Undirected
14;866;5;Undirected
14;1057;5;Undirected
14;1103;5;Undirected
14;1165;5;Undirected
14;1200;5;Undirected
15;63;5;Undirected
15;72;5;Undirected
15;115;1;Undirected
15;442;5;Undirected
15;515;5;Undirected
15;523;2;Undirected
15;558;1;Undirected
15;690;5;Undirected
15;731;5;Undirected
15;822;5;Undirected
15;1162;5;Undirected
15;1261;5;Undirected
16;18;1;Undirected
16;76;2;Undirected
16;117;1;Undirected
16;190;10;Undirected
16;210;2;Undirected
16;239;10;Undirected
16;318;13;Undirected
16;344;1;Undirected
16;402;2;Undirected
16;406;2;Undirected
16;435;1;Undirected
16;437;10;Undirected
16;479;2;Undirected
16;543;1;Undirected
16;545;10;Undirected
16;572;1;Undirected
16;617;1;Undirected
16;655;10;Undirected
16;664;10;Undirected
16;676;2;Undirected
16;707;2;Undirected
16;712;2;Undirected
16;720;10;Undirected
16;729;16;Undirected
16;778;5;Undirected
16;843;1;Undirected
16;858;2;Undirected
16;869;1;Undirected
16;894;5;Undirected
16;1000;10;Undirected
16;1008;10;Undirected
16;1054;2;Undirected
16;1069;2;Undirected
16;1074;1;Undirected
16;1090;2;Undirected
16;1112;6;Undirected
16;1128;15;Undirected
16;1215;10;Undirected
16;1217;1;Undirected
16;1223;10;Undirected
17;282;5;Undirected
17;474;5;Undirected
17;899;5;Undirected
17;955;5;Undirected
17;1085;12;Undirected
18;19;2;Undirected
18;33;2;Undirected
18;68;4;Undirected
18;77;5;Undirected
18;92;2;Undirected
18;115;2;Undirected
18;117;3;Undirected
18;164;2;Undirected
18;212;2;Undirected
18;307;5;Undirected
18;315;5;Undirected
18;344;2;Undirected
18;383;4;Undirected
18;422;2;Undirected
18;435;2;Undirected
18;466;5;Undirected
18;475;5;Undirected
18;543;4;Undirected
18;572;2;Undirected
18;616;5;Undirected
18;617;1;Undirected
18;633;5;Undirected
18;648;2;Undirected
18;716;3;Undirected
18;725;10;Undirected
18;744;2;Undirected
18;764;7;Undirected
18;785;4;Undirected
18;840;5;Undirected
18;843;2;Undirected
18;866;5;Undirected
18;869;2;Undirected
18;919;3;Undirected
18;956;2;Undirected
18;976;5;Undirected
18;998;5;Undirected
18;1004;4;Undirected
18;1009;4;Undirected
18;1057;5;Undirected
18;1070;2;Undirected
18;1074;2;Undirected
18;1152;3;Undirected
18;1200;5;Undirected
18;1217;1;Undirected
18;1232;5;Undirected
18;1255;2;Undirected
18;1284;4;Undirected
18;1297;4;Undirected
19;26;2;Undirected
19;29;5;Undirected
19;33;4;Undirected
19;48;8;Undirected
19;51;9;Undirected
19;59;5;Undirected
19;75;5;Undirected
19;95;4;Undirected
19;115;4;Undirected
19;117;2;Undirected
19;139;13;Undirected
19;152;4;Undirected
19;164;4;Undirected
19;204;4;Undirected
19;212;4;Undirected
19;256;10;Undirected
19;276;3;Undirected
19;281;1;Undirected
19;283;7;Undirected
19;284;8;Undirected
19;290;8;Undirected
19;294;8;Undirected
19;303;10;Undirected
19;324;8;Undirected
19;333;9;Undirected
19;344;1;Undirected
19;378;5;Undirected
19;435;1;Undirected
19;451;3;Undirected
19;462;10;Undirected
19;492;12;Undirected
19;502;4;Undirected
19;508;11;Undirected
19;543;2;Undirected
19;596;4;Undirected
19;620;4;Undirected
19;631;9;Undirected
19;648;4;Undirected
19;741;2;Undirected
19;750;12;Undirected
19;764;4;Undirected
19;774;1;Undirected
19;786;4;Undirected
19;819;8;Undirected
19;825;5;Undirected
19;838;3;Undirected
19;843;6;Undirected
19;891;10;Undirected
19;902;10;Undirected
19;958;5;Undirected
19;975;3;Undirected
19;1007;11;Undirected
19;1026;8;Undirected
19;1056;5;Undirected
19;1058;8;Undirected
19;1070;4;Undirected
19;1074;1;Undirected
19;1081;11;Undirected
19;1088;8;Undirected
19;1173;4;Undirected
19;1235;5;Undirected
19;1252;2;Undirected
19;1255;2;Undirected
19;1267;13;Undirected
19;1272;11;Undirected
20;103;7;Undirected
20;173;10;Undirected
20;209;12;Undirected
20;654;10;Undirected
20;758;10;Undirected
20;878;10;Undirected
20;1214;1;Undirected
20;1263;10;Undirected
20;1266;10;Undirected
21;31;11;Undirected
21;47;11;Undirected
21;203;5;Undirected
21;248;5;Undirected
21;470;11;Undirected
21;518;6;Undirected
21;536;2;Undirected
21;702;5;Undirected
21;709;11;Undirected
21;776;11;Undirected
21;790;5;Undirected
21;813;5;Undirected
21;863;5;Undirected
21;1161;11;Undirected
21;1192;11;Undirected
21;1220;3;Undirected
21;1246;11;Undirected
22;108;5;Undirected
22;170;7;Undirected
22;248;1;Undirected
22;591;5;Undirected
22;595;1;Undirected
22;649;1;Undirected
22;764;8;Undirected
22;806;2;Undirected
22;884;5;Undirected
22;1048;5;Undirected
22;1052;5;Undirected
22;1212;15;Undirected
22;1250;5;Undirected
23;138;1;Undirected
23;241;5;Undirected
23;372;1;Undirected
23;405;5;Undirected
23;622;1;Undirected
23;700;1;Undirected
23;759;1;Undirected
23;874;1;Undirected
23;923;1;Undirected
23;955;5;Undirected
23;1160;1;Undirected
23;1221;5;Undirected
23;1260;1;Undirected
24;41;5;Undirected
24;115;5;Undirected
24;139;5;Undirected
24;163;5;Undirected
24;215;4;Undirected
24;223;5;Undirected
24;239;5;Undirected
24;383;5;Undirected
24;395;5;Undirected
24;421;5;Undirected
24;422;5;Undirected
24;497;5;Undirected
24;553;5;Undirected
24;659;5;Undirected
24;695;5;Undirected
24;708;5;Undirected
24;725;2;Undirected
24;731;5;Undirected
24;797;5;Undirected
24;844;5;Undirected
24;855;5;Undirected
24;938;5;Undirected
24;1037;5;Undirected
24;1072;5;Undirected
24;1189;4;Undirected
24;1196;5;Undirected
24;1204;5;Undirected
25;125;5;Undirected
25;248;1;Undirected
25;250;5;Undirected
25;254;1;Undirected
25;275;1;Undirected
25;401;1;Undirected
25;413;1;Undirected
25;416;5;Undirected
25;426;1;Undirected
25;468;1;Undirected
25;486;1;Undirected
25;583;8;Undirected
25;645;4;Undirected
25;648;5;Undirected
25;662;1;Undirected
25;807;1;Undirected
25;822;1;Undirected
25;905;1;Undirected
25;1012;1;Undirected
25;1015;6;Undirected
25;1016;1;Undirected
25;1023;8;Undirected
25;1146;1;Undirected
25;1266;1;Undirected
25;1284;1;Undirected
25;1288;1;Undirected
26;33;15;Undirected
26;95;10;Undirected
26;115;10;Undirected
26;117;15;Undirected
26;152;15;Undirected
26;164;15;Undirected
26;204;15;Undirected
26;212;15;Undirected
26;276;6;Undirected
26;330;10;Undirected
26;502;10;Undirected
26;596;10;Undirected
26;620;10;Undirected
26;648;15;Undirected
26;764;5;Undirected
26;838;11;Undirected
26;843;15;Undirected
26;1070;13;Undirected
26;1074;10;Undirected
26;1173;10;Undirected
27;160;6;Undirected
27;289;5;Undirected
27;483;5;Undirected
27;506;5;Undirected
27;809;5;Undirected
27;926;5;Undirected
27;942;5;Undirected
28;110;5;Undirected
28;332;5;Undirected
28;351;9;Undirected
28;642;4;Undirected
28;846;5;Undirected
28;883;5;Undirected
28;1010;5;Undirected
28;1183;5;Undirected
29;59;5;Undirected
29;75;5;Undirected
29;216;1;Undirected
29;220;3;Undirected
29;378;5;Undirected
29;786;4;Undirected
29;975;3;Undirected
29;1056;5;Undirected
29;1235;2;Undirected
30;44;5;Undirected
30;505;5;Undirected
30;540;5;Undirected
30;718;5;Undirected
30;1006;5;Undirected
30;1186;5;Undirected
30;1282;5;Undirected
31;47;10;Undirected
31;203;5;Undirected
31;248;5;Undirected
31;470;13;Undirected
31;518;13;Undirected
31;702;5;Undirected
31;709;11;Undirected
31;776;10;Undirected
31;790;5;Undirected
31;813;5;Undirected
31;863;5;Undirected
31;923;7;Undirected
31;1161;11;Undirected
31;1192;13;Undirected
31;1220;6;Undirected
31;1246;13;Undirected
32;53;1;Undirected
32;126;2;Undirected
32;162;2;Undirected
32;207;1;Undirected
32;277;2;Undirected
32;353;2;Undirected
32;454;1;Undirected
32;518;5;Undirected
32;523;1;Undirected
32;532;2;Undirected
32;572;2;Undirected
32;622;5;Undirected
32;632;1;Undirected
32;640;2;Undirected
32;663;1;Undirected
32;762;2;Undirected
32;797;2;Undirected
32;800;2;Undirected
32;807;5;Undirected
32;838;3;Undirected
32;862;1;Undirected
32;869;1;Undirected
32;912;5;Undirected
32;918;1;Undirected
32;927;3;Undirected
32;945;5;Undirected
32;976;5;Undirected
32;1028;1;Undirected
32;1050;1;Undirected
32;1090;2;Undirected
32;1144;1;Undirected
32;1171;1;Undirected
32;1229;1;Undirected
32;1245;5;Undirected
32;1262;1;Undirected
32;1276;1;Undirected
33;60;6;Undirected
33;64;5;Undirected
33;79;3;Undirected
33;88;3;Undirected
33;95;5;Undirected
33;100;3;Undirected
33;115;5;Undirected
33;117;2;Undirected
33;129;3;Undirected
33;134;3;Undirected
33;144;4;Undirected
33;152;5;Undirected
33;164;5;Undirected
33;178;5;Undirected
33;185;6;Undirected
33;204;5;Undirected
33;212;5;Undirected
33;232;4;Undirected
33;234;2;Undirected
33;248;5;Undirected
33;276;3;Undirected
33;293;4;Undirected
33;296;5;Undirected
33;305;2;Undirected
33;313;4;Undirected
33;330;5;Undirected
33;350;4;Undirected
33;352;6;Undirected
33;385;5;Undirected
33;389;5;Undirected
33;392;2;Undirected
33;415;2;Undirected
33;418;5;Undirected
33;429;4;Undirected
33;433;6;Undirected
33;436;6;Undirected
33;441;4;Undirected
33;446;5;Undirected
33;477;5;Undirected
33;484;2;Undirected
33;490;4;Undirected
33;492;4;Undirected
33;502;5;Undirected
33;518;4;Undirected
33;538;4;Undirected
33;543;2;Undirected
33;571;5;Undirected
33;585;6;Undirected
33;594;5;Undirected
33;596;5;Undirected
33;602;5;Undirected
33;620;5;Undirected
33;624;3;Undirected
33;633;2;Undirected
33;641;2;Undirected
33;648;5;Undirected
33;649;2;Undirected
33;653;3;Undirected
33;665;5;Undirected
33;667;4;Undirected
33;668;2;Undirected
33;711;3;Undirected
33;715;5;Undirected
33;732;5;Undirected
33;738;6;Undirected
33;764;5;Undirected
33;788;9;Undirected
33;827;2;Undirected
33;838;3;Undirected
33;843;2;Undirected
33;882;6;Undirected
33;947;4;Undirected
33;967;5;Undirected
33;968;2;Undirected
33;970;4;Undirected
33;972;5;Undirected
33;998;5;Undirected
33;1009;3;Undirected
33;1037;2;Undirected
33;1053;4;Undirected
33;1065;4;Undirected
33;1070;4;Undirected
33;1074;5;Undirected
33;1107;4;Undirected
33;1135;4;Undirected
33;1143;5;Undirected
33;1151;2;Undirected
33;1165;5;Undirected
33;1170;4;Undirected
33;1173;5;Undirected
33;1192;3;Undirected
33;1195;2;Undirected
33;1214;5;Undirected
33;1226;4;Undirected
33;1234;3;Undirected
33;1240;5;Undirected
33;1249;5;Undirected
33;1255;2;Undirected
33;1274;6;Undirected
34;61;2;Undirected
34;260;2;Undirected
34;276;4;Undirected
34;563;3;Undirected
34;586;5;Undirected
34;782;2;Undirected
34;801;5;Undirected
34;866;5;Undirected
34;947;5;Undirected
34;950;2;Undirected
34;1010;5;Undirected
34;1020;2;Undirected
34;1073;2;Undirected
34;1091;3;Undirected
34;1101;5;Undirected
34;1160;5;Undirected
34;1165;5;Undirected
34;1173;4;Undirected
34;1199;5;Undirected
34;1254;5;Undirected
34;1285;3;Undirected
35;384;5;Undirected
35;933;5;Undirected
36;43;5;Undirected
36;56;5;Undirected
36;253;5;Undirected
36;505;8;Undirected
36;558;4;Undirected
36;560;5;Undirected
36;611;5;Undirected
36;643;5;Undirected
36;783;5;Undirected
36;868;5;Undirected
36;1272;5;Undirected
37;38;3;Undirected
37;39;1;Undirected
37;46;5;Undirected
37;52;15;Undirected
37;72;10;Undirected
37;111;7;Undirected
37;123;5;Undirected
37;138;3;Undirected
37;228;1;Undirected
37;239;10;Undirected
37;276;5;Undirected
37;290;5;Undirected
37;372;3;Undirected
37;515;1;Undirected
37;616;1;Undirected
37;623;10;Undirected
37;662;1;Undirected
37;674;10;Undirected
37;684;1;Undirected
37;691;2;Undirected
37;759;11;Undirected
37;781;1;Undirected
37;821;1;Undirected
37;849;1;Undirected
37;874;1;Undirected
37;1045;2;Undirected
37;1087;12;Undirected
37;1159;11;Undirected
37;1240;2;Undirected
37;1250;1;Undirected
37;1260;6;Undirected
37;1289;1;Undirected
37;1291;8;Undirected
38;39;1;Undirected
38;77;1;Undirected
38;111;2;Undirected
38;138;1;Undirected
38;228;1;Undirected
38;276;1;Undirected
38;372;1;Undirected
38;428;1;Undirected
38;429;5;Undirected
38;616;1;Undirected
38;662;1;Undirected
38;684;1;Undirected
38;691;1;Undirected
38;700;1;Undirected
38;733;5;Undirected
38;739;5;Undirected
38;756;5;Undirected
38;759;1;Undirected
38;781;1;Undirected
38;821;1;Undirected
38;849;1;Undirected
38;874;1;Undirected
38;923;1;Undirected
38;988;5;Undirected
38;1045;2;Undirected
38;1087;1;Undirected
38;1133;5;Undirected
38;1159;1;Undirected
38;1222;5;Undirected
38;1240;1;Undirected
38;1250;1;Undirected
38;1260;2;Undirected
38;1289;1;Undirected
39;77;1;Undirected
39;111;1;Undirected
39;138;1;Undirected
39;228;1;Undirected
39;276;1;Undirected
39;312;9;Undirected
39;328;8;Undirected
39;372;1;Undirected
39;420;5;Undirected
39;428;1;Undirected
39;616;1;Undirected
39;662;1;Undirected
39;684;1;Undirected
39;691;1;Undirected
39;700;1;Undirected
39;759;1;Undirected
39;763;9;Undirected
39;781;1;Undirected
39;821;1;Undirected
39;828;9;Undirected
39;849;1;Undirected
39;874;1;Undirected
39;923;1;Undirected
39;1018;5;Undirected
39;1087;1;Undirected
39;1159;1;Undirected
39;1240;1;Undirected
39;1250;1;Undirected
39;1260;1;Undirected
39;1289;1;Undirected
40;120;1;Undirected
40;147;1;Undirected
40;168;1;Undirected
40;186;1;Undirected
40;244;1;Undirected
40;313;5;Undirected
40;347;1;Undirected
40;364;1;Undirected
40;418;3;Undirected
40;439;1;Undirected
40;465;3;Undirected
40;491;5;Undirected
40;492;2;Undirected
40;505;1;Undirected
40;567;1;Undirected
40;574;1;Undirected
40;575;5;Undirected
40;626;1;Undirected
40;639;1;Undirected
40;674;2;Undirected
40;685;3;Undirected
40;715;1;Undirected
40;724;1;Undirected
40;751;3;Undirected
40;772;3;Undirected
40;806;1;Undirected
40;870;1;Undirected
40;927;3;Undirected
40;959;1;Undirected
40;980;3;Undirected
40;993;1;Undirected
40;997;3;Undirected
40;1028;2;Undirected
40;1070;1;Undirected
40;1111;1;Undirected
40;1127;3;Undirected
40;1223;5;Undirected
40;1268;1;Undirected
40;1276;5;Undirected
41;139;17;Undirected
41;215;6;Undirected
41;221;1;Undirected
41;231;1;Undirected
41;331;1;Undirected
41;342;1;Undirected
41;346;1;Undirected
41;395;13;Undirected
41;460;1;Undirected
41;637;1;Undirected
41;659;10;Undirected
41;773;1;Undirected
41;794;1;Undirected
41;844;10;Undirected
41;855;10;Undirected
41;1072;11;Undirected
41;1156;1;Undirected
41;1189;4;Undirected
41;1232;5;Undirected
41;1265;1;Undirected
42;109;5;Undirected
42;152;5;Undirected
42;228;9;Undirected
42;297;5;Undirected
42;323;5;Undirected
42;451;5;Undirected
42;473;5;Undirected
42;740;5;Undirected
42;920;5;Undirected
42;1016;10;Undirected
42;1102;10;Undirected
43;56;5;Undirected
43;131;1;Undirected
43;253;5;Undirected
43;427;2;Undirected
43;560;5;Undirected
43;611;5;Undirected
43;643;5;Undirected
43;673;2;Undirected
43;701;1;Undirected
43;783;5;Undirected
43;868;3;Undirected
43;1272;5;Undirected
44;53;4;Undirected
44;73;1;Undirected
44;86;1;Undirected
44;89;4;Undirected
44;90;1;Undirected
44;96;4;Undirected
44;123;1;Undirected
44;149;4;Undirected
44;163;1;Undirected
44;199;3;Undirected
44;200;1;Undirected
44;204;3;Undirected
44;210;4;Undirected
44;216;4;Undirected
44;220;1;Undirected
44;318;4;Undirected
44;340;1;Undirected
44;376;4;Undirected
44;406;4;Undirected
44;435;1;Undirected
44;437;3;Undirected
44;453;1;Undirected
44;455;4;Undirected
44;456;4;Undirected
44;479;4;Undirected
44;485;1;Undirected
44;496;3;Undirected
44;497;1;Undirected
44;505;5;Undirected
44;513;3;Undirected
44;525;1;Undirected
44;530;4;Undirected
44;540;5;Undirected
44;556;1;Undirected
44;562;1;Undirected
44;598;4;Undirected
44;629;4;Undirected
44;640;3;Undirected
44;665;1;Undirected
44;674;3;Undirected
44;676;4;Undirected
44;703;3;Undirected
44;704;2;Undirected
44;712;4;Undirected
44;713;3;Undirected
44;718;5;Undirected
44;729;4;Undirected
44;731;4;Undirected
44;738;4;Undirected
44;757;1;Undirected
44;778;3;Undirected
44;785;4;Undirected
44;807;4;Undirected
44;838;1;Undirected
44;842;1;Undirected
44;843;1;Undirected
44;850;4;Undirected
44;857;4;Undirected
44;866;3;Undirected
44;896;5;Undirected
44;897;3;Undirected
44;898;3;Undirected
44;912;4;Undirected
44;938;1;Undirected
44;948;1;Undirected
44;963;3;Undirected
44;978;4;Undirected
44;1000;4;Undirected
44;1005;1;Undirected
44;1006;5;Undirected
44;1029;3;Undirected
44;1030;4;Undirected
44;1031;3;Undirected
44;1034;2;Undirected
44;1071;3;Undirected
44;1092;3;Undirected
44;1095;1;Undirected
44;1105;1;Undirected
44;1110;3;Undirected
44;1112;4;Undirected
44;1116;3;Undirected
44;1128;3;Undirected
44;1137;4;Undirected
44;1138;3;Undirected
44;1148;1;Undirected
44;1157;3;Undirected
44;1166;4;Undirected
44;1176;4;Undirected
44;1186;5;Undirected
44;1231;2;Undirected
44;1237;4;Undirected
44;1282;5;Undirected
45;419;5;Undirected
45;547;5;Undirected
45;644;5;Undirected
45;877;5;Undirected
45;900;5;Undirected
46;52;15;Undirected
46;91;8;Undirected
46;123;15;Undirected
46;239;2;Undirected
46;266;5;Undirected
46;290;15;Undirected
46;323;3;Undirected
46;396;8;Undirected
46;515;4;Undirected
46;597;5;Undirected
46;606;8;Undirected
46;721;8;Undirected
46;738;3;Undirected
46;767;8;Undirected
46;771;12;Undirected
46;785;5;Undirected
46;850;8;Undirected
46;1057;3;Undirected
46;1157;5;Undirected
46;1223;3;Undirected
46;1231;8;Undirected
47;203;5;Undirected
47;248;5;Undirected
